5.530730301052999857e+04 1.445700000000000074e+01 1.300000000000000114e-02
5.542522332566000114e+04 1.434400000000000119e+01 1.300000000000000114e-02
5.572729558045999875e+04 1.436800000000000033e+01 1.499999999999999944e-02
5.580618434464999882e+04 1.434999999999999964e+01 1.600000000000000033e-02
5.582014859297999647e+04 1.427400000000000091e+01 1.200000000000000025e-02
5.582412555966000218e+04 1.430799999999999983e+01 1.300000000000000114e-02
5.582512417586000083e+04 1.435700000000000109e+01 1.499999999999999944e-02
5.598738830166000116e+04 1.437400000000000055e+01 1.399999999999999856e-02
5.600936214984000253e+04 1.433099999999999952e+01 1.399999999999999856e-02
5.602041032177000307e+04 1.431599999999999895e+01 1.300000000000000114e-02
5.604840892522999638e+04 1.463099999999999845e+01 1.600000000000000033e-02
5.608740099907999684e+04 1.432499999999999929e+01 4.000000000000000083e-02
5.609110063056000217e+04 1.455599999999999916e+01 2.299999999999999961e-02
5.610020018230999995e+04 1.434900000000000020e+01 1.200000000000000025e-02
5.610421990745999938e+04 1.439400000000000013e+01 1.399999999999999856e-02
5.610517434972000046e+04 1.452099999999999902e+01 2.299999999999999961e-02
5.611001983702999860e+04 1.447599999999999909e+01 1.600000000000000033e-02
5.611618823461000284e+04 1.446400000000000041e+01 1.300000000000000114e-02
5.613311440818999836e+04 1.428500000000000014e+01 1.100000000000000110e-02
5.613507975553000142e+04 1.439200000000000124e+01 1.300000000000000114e-02
5.614710621677999734e+04 1.454299999999999926e+01 1.600000000000000033e-02
5.615113320517999819e+04 1.465299999999999869e+01 1.899999999999999953e-02
5.616010329023999657e+04 1.439400000000000013e+01 1.300000000000000114e-02
5.619104405758000212e+04 1.436400000000000077e+01 1.300000000000000114e-02
5.619709396348000155e+04 1.431099999999999994e+01 1.399999999999999856e-02
5.620007467629000166e+04 1.464099999999999824e+01 1.899999999999999953e-02
5.622900407948999782e+04 1.442500000000000071e+01 1.700000000000000122e-02
5.635239275785999780e+04 1.438700000000000045e+01 1.499999999999999944e-02
5.636338256430999900e+04 1.435099999999999909e+01 1.399999999999999856e-02
5.636939701203000004e+04 1.429199999999999982e+01 1.200000000000000025e-02
5.637334280800999841e+04 1.430900000000000105e+01 1.300000000000000114e-02
5.637632177323000360e+04 1.453800000000000026e+01 1.899999999999999953e-02
5.637834351305000018e+04 1.436400000000000077e+01 1.399999999999999856e-02
5.638232941178000328e+04 1.436099999999999888e+01 1.300000000000000114e-02
5.647420343295000202e+04 1.455199999999999960e+01 1.399999999999999856e-02
5.651422795084000245e+04 1.451200000000000045e+01 2.600000000000000228e-02
5.655208864360999723e+04 1.441400000000000148e+01 1.499999999999999944e-02
5.656604857859999902e+04 1.432599999999999874e+01 1.300000000000000114e-02
5.658902141313999891e+04 1.435400000000000098e+01 1.600000000000000033e-02
5.659402057572000194e+04 1.443799999999999883e+01 1.899999999999999953e-02
5.659500835945000290e+04 1.460799999999999876e+01 2.400000000000000050e-02
5.671438483101999736e+04 1.448299999999999876e+01 1.499999999999999944e-02
5.674338606188999984e+04 1.440099999999999980e+01 1.399999999999999856e-02
5.675541398481000215e+04 1.453500000000000014e+01 1.700000000000000122e-02
5.677939584907999961e+04 1.433300000000000018e+01 1.700000000000000122e-02
5.679828248804999748e+04 1.430099999999999838e+01 1.200000000000000025e-02
5.680411429196999961e+04 1.432699999999999996e+01 2.400000000000000050e-02
5.680914064350000262e+04 1.447200000000000131e+01 1.499999999999999944e-02
5.681418362286000047e+04 1.431200000000000117e+01 2.500000000000000139e-02
5.682732152083000256e+04 1.465900000000000070e+01 2.700000000000000316e-02
5.683218176525000308e+04 1.468500000000000050e+01 2.200000000000000219e-02
5.683221532689000014e+04 1.434500000000000064e+01 1.499999999999999944e-02
5.683906958599999780e+04 1.440599999999999881e+01 1.499999999999999944e-02
5.684219255089000217e+04 1.446299999999999919e+01 1.300000000000000114e-02
5.684219848181000270e+04 1.445299999999999940e+01 1.399999999999999856e-02
5.684599734565999825e+04 1.434400000000000119e+01 1.600000000000000033e-02
5.684603511787999742e+04 1.433300000000000018e+01 1.399999999999999856e-02
5.685117494114999863e+04 1.429499999999999993e+01 1.200000000000000025e-02
5.686600227740000264e+04 1.447700000000000031e+01 1.499999999999999944e-02
5.686601499742000306e+04 1.447700000000000031e+01 1.499999999999999944e-02
5.687900646502000018e+04 1.430000000000000071e+01 1.399999999999999856e-02
5.687918130991000362e+04 1.442400000000000126e+01 1.399999999999999856e-02
