5.529837000252000144e+04 1.455000000000000071e+01 1.399999999999999856e-02
5.542619242238999868e+04 1.469400000000000084e+01 1.700000000000000122e-02
5.569335125456999958e+04 1.472200000000000131e+01 2.100000000000000130e-02
5.569538036257999920e+04 1.453500000000000014e+01 1.499999999999999944e-02
5.569628648609000084e+04 1.457300000000000040e+01 1.700000000000000122e-02
5.569830469315999653e+04 1.450799999999999912e+01 1.399999999999999856e-02
5.579420266883000295e+04 1.455400000000000027e+01 1.600000000000000033e-02
5.580916607695999846e+04 1.466900000000000048e+01 1.899999999999999953e-02
5.582312283791999653e+04 1.456200000000000117e+01 1.700000000000000122e-02
5.582412000277000334e+04 1.478599999999999959e+01 1.899999999999999953e-02
5.583807149205000314e+04 1.479900000000000126e+01 1.899999999999999953e-02
5.586600545178000175e+04 1.455000000000000071e+01 1.899999999999999953e-02
5.608314749113000289e+04 1.452799999999999869e+01 1.300000000000000114e-02
5.608821931133999897e+04 1.464499999999999957e+01 2.400000000000000050e-02
5.610515561731000344e+04 1.449400000000000155e+01 1.600000000000000033e-02
5.611002678638000361e+04 1.460799999999999876e+01 1.700000000000000122e-02
5.611105934918000276e+04 1.481000000000000050e+01 1.899999999999999953e-02
5.611426662347000092e+04 1.465900000000000070e+01 1.600000000000000033e-02
5.612720814840000094e+04 1.454700000000000060e+01 1.600000000000000033e-02
5.613406594359999872e+04 1.452299999999999969e+01 1.600000000000000033e-02
5.613720451514000160e+04 1.478299999999999947e+01 1.700000000000000122e-02
5.614621966321999935e+04 1.487199999999999989e+01 2.600000000000000228e-02
5.615111095427999680e+04 1.479299999999999926e+01 2.000000000000000042e-02
5.615299510837999696e+04 1.474799999999999933e+01 1.800000000000000211e-02
5.616403264184000000e+04 1.456499999999999950e+01 1.399999999999999856e-02
5.617116018556000199e+04 1.486800000000000033e+01 2.500000000000000139e-02
5.619106265248999989e+04 1.485700000000000109e+01 1.899999999999999953e-02
5.619807063558999653e+04 1.475400000000000134e+01 2.000000000000000042e-02
5.619907838287000050e+04 1.451500000000000057e+01 1.600000000000000033e-02
5.636538033618000190e+04 1.477099999999999902e+01 2.400000000000000050e-02
5.637137312635000126e+04 1.453299999999999947e+01 1.600000000000000033e-02
5.637138945046000299e+04 1.448700000000000010e+01 1.499999999999999944e-02
5.638237590246000036e+04 1.458300000000000018e+01 1.600000000000000033e-02
5.645817189378000330e+04 1.455199999999999960e+01 1.700000000000000122e-02
5.647913579125999968e+04 1.457499999999999929e+01 1.600000000000000033e-02
5.649724517195000226e+04 1.469700000000000095e+01 2.000000000000000042e-02
5.651015744013000221e+04 1.450400000000000134e+01 3.700000000000000511e-02
5.651998971167999844e+04 1.452099999999999902e+01 1.600000000000000033e-02
5.653606981023000117e+04 1.469500000000000028e+01 2.200000000000000219e-02
5.653803158820999670e+04 1.454499999999999993e+01 1.600000000000000033e-02
5.657597957216999930e+04 1.457300000000000040e+01 1.700000000000000122e-02
5.659601055397000164e+04 1.459400000000000119e+01 2.000000000000000042e-02
5.670739317829000356e+04 1.450799999999999912e+01 2.999999999999999889e-02
5.672033450388000347e+04 1.477299999999999969e+01 2.700000000000000316e-02
5.674136232082000060e+04 1.452599999999999980e+01 1.600000000000000033e-02
5.681109353330000158e+04 1.480299999999999905e+01 2.700000000000000316e-02
5.681723539344999881e+04 1.453900000000000148e+01 1.499999999999999944e-02
5.682717478565000056e+04 1.456000000000000050e+01 2.100000000000000130e-02
5.682719203667999682e+04 1.456299999999999883e+01 2.299999999999999961e-02
5.683010240961000090e+04 1.453800000000000026e+01 1.499999999999999944e-02
5.683115604816999985e+04 1.454099999999999859e+01 1.700000000000000122e-02
5.683206031216999691e+04 1.466900000000000048e+01 1.800000000000000211e-02
5.683209310725999967e+04 1.455400000000000027e+01 2.500000000000000139e-02
5.683313042405000306e+04 1.460099999999999909e+01 1.399999999999999856e-02
5.684100889789000212e+04 1.454199999999999982e+01 1.800000000000000211e-02
5.684217180625999754e+04 1.452400000000000091e+01 1.399999999999999856e-02
5.684622789336000278e+04 1.480599999999999916e+01 1.899999999999999953e-02
5.685100200488999690e+04 1.483599999999999852e+01 2.200000000000000219e-02
5.686399393198000325e+04 1.476299999999999990e+01 2.000000000000000042e-02
5.687022818705000100e+04 1.476599999999999824e+01 2.000000000000000042e-02
5.687501254778000293e+04 1.483799999999999919e+01 2.200000000000000219e-02
5.687501831736999884e+04 1.483799999999999919e+01 2.299999999999999961e-02
